API Key,API-Schlüssel,
About,Über,
Access Token,Zugriffstoken,
Authentication,Authentifizierung,
Enabled,Aktiviert,
Frappe Support,Frappe Support,
Keyboard Shortcuts,Tastaturkürzel,
Production,Produktion,
System Health,Systemgesundheit,
System Manager,System-Manager,
